order_date_key,product_id,supplier_id,order_quantity,unit_cost,total_cost,lead_time_days,quality_score,year,quarter,month,month_name,country,city,specialty,tier,avg_quality_score,category,product_line,spec,weight_kg
37,7,4,50,612.12,30606,10,98,2023,1,2,February,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
17,7,1,50,647.38,32369,13,97.6,2023,1,1,January,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
17,7,4,50,660.69,33034.5,15,98,2023,1,1,January,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
205,7,4,50,667.26,33363,14,99.3,2023,3,7,July,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
205,7,4,50,705.53,35276.5,18,98.1,2023,3,7,July,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
50,7,3,50,682.94,34147,11,97.8,2023,1,2,February,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
59,7,4,50,707.89,35394.5,13,98.2,2023,1,2,February,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
214,7,3,50,667.33,33366.5,10,99,2023,3,8,August,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
541,7,1,50,692.42,34621,7,96.2,2024,2,6,June,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
84,7,5,50,728.06,36403,14,94.2,2023,1,3,March,China,Beijing,Display Panels,Tier 1,96.5,Tablet,Tab S,512GB,0.67
88,7,3,50,649.21,32460.5,13,97.5,2023,1,3,March,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
329,7,2,50,737.58,36879,9,96.5,2023,4,11,November,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Tablet,Tab S,512GB,0.67
388,7,2,50,706.71,35335.5,13,95.6,2024,1,1,January,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Tablet,Tab S,512GB,0.67
515,7,1,50,644.37,32218.5,10,99.2,2024,2,5,May,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
178,7,2,50,635.53,31776.5,16,98.6,2023,2,6,June,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Tablet,Tab S,512GB,0.67
178,7,1,50,689.75,34487.5,14,97.8,2023,2,6,June,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
297,7,2,50,686.85,34342.5,18,95.3,2023,4,10,October,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Tablet,Tab S,512GB,0.67
350,7,2,50,726.37,36318.5,12,96,2023,4,12,December,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Tablet,Tab S,512GB,0.67
350,7,5,50,611.02,30551,12,97.1,2023,4,12,December,China,Beijing,Display Panels,Tier 1,96.5,Tablet,Tab S,512GB,0.67
713,7,4,50,734.75,36737.5,12,98.6,2024,4,12,December,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
267,7,4,50,697.83,34891.5,12,99.2,2023,3,9,September,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
192,7,5,50,660.67,33033.5,14,93.7,2023,3,7,July,China,Beijing,Display Panels,Tier 1,96.5,Tablet,Tab S,512GB,0.67
194,7,1,50,718.21,35910.5,15,98.5,2023,3,7,July,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
576,7,3,50,724.98,36249,11,97.8,2024,3,7,July,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
598,7,1,50,709.47,35473.5,10,95.9,2024,3,8,August,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
473,7,5,50,672.42,33621,10,95.8,2024,2,4,April,China,Beijing,Display Panels,Tier 1,96.5,Tablet,Tab S,512GB,0.67
677,7,2,50,658.32,32916,12,97,2024,4,11,November,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Tablet,Tab S,512GB,0.67
412,7,4,50,688.83,34441.5,10,98.4,2024,1,2,February,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
328,7,5,50,612.06,30603,9,96.9,2023,4,11,November,China,Beijing,Display Panels,Tier 1,96.5,Tablet,Tab S,512GB,0.67
528,7,3,50,617.95,30897.5,12,97.1,2024,2,6,June,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
343,7,1,50,630.5,31525,14,98.8,2023,4,12,December,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
431,7,4,50,636.96,31848,16,99.2,2024,1,3,March,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
617,7,4,50,722.35,36117.5,12,98.6,2024,3,9,September,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
693,7,1,50,668.05,33402.5,13,95.7,2024,4,11,November,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
339,7,3,50,706.46,35323,11,97.2,2023,4,12,December,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
163,7,1,50,623.45,31172.5,18,98.5,2023,2,6,June,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
215,7,2,50,676.8,33840,7,98,2023,3,8,August,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Tablet,Tab S,512GB,0.67
135,7,5,50,689.07,34453.5,16,96.9,2023,2,5,May,China,Beijing,Display Panels,Tier 1,96.5,Tablet,Tab S,512GB,0.67
383,7,3,50,672.34,33617,8,97.1,2024,1,1,January,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
320,7,5,50,709.14,35457,11,95.6,2023,4,11,November,China,Beijing,Display Panels,Tier 1,96.5,Tablet,Tab S,512GB,0.67
703,7,3,50,709.16,35458,16,96.7,2024,4,12,December,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
462,7,2,50,638.54,31927,10,95.9,2024,2,4,April,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Tablet,Tab S,512GB,0.67
105,7,3,50,710.74,35537,17,97.1,2023,2,4,April,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
687,7,3,50,689.32,34466,9,96.6,2024,4,11,November,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
23,7,4,50,603.15,30157.5,13,96.9,2023,1,1,January,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
687,7,5,50,613.21,30660.5,15,95.9,2024,4,11,November,China,Beijing,Display Panels,Tier 1,96.5,Tablet,Tab S,512GB,0.67
696,7,1,50,653,32650,13,99,2024,4,11,November,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
47,7,3,50,650.56,32528,9,99.1,2023,1,2,February,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
586,7,2,50,619.01,30950.5,10,97.2,2024,3,8,August,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Tablet,Tab S,512GB,0.67
272,7,3,50,707.22,35361,18,96.8,2023,3,9,September,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
118,7,2,50,611.13,30556.5,9,95.5,2023,2,4,April,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Tablet,Tab S,512GB,0.67
196,7,3,50,627.24,31362,12,100,2023,3,7,July,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
124,7,3,50,721.45,36072.5,8,99.9,2023,2,5,May,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
157,7,3,50,628.52,31426,17,99.9,2023,2,6,June,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
677,7,4,50,699.85,34992.5,11,98.7,2024,4,11,November,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
159,7,2,50,656.9,32845,8,96.5,2023,2,6,June,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Tablet,Tab S,512GB,0.67
539,7,4,50,656.36,32818,9,96.7,2024,2,6,June,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
527,7,1,50,610.47,30523.5,10,95.9,2024,2,6,June,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
431,7,5,50,645.04,32252,17,95.1,2024,1,3,March,China,Beijing,Display Panels,Tier 1,96.5,Tablet,Tab S,512GB,0.67
539,7,5,50,671.38,33569,9,96.5,2024,2,6,June,China,Beijing,Display Panels,Tier 1,96.5,Tablet,Tab S,512GB,0.67
72,7,5,50,661.94,33097,12,93.9,2023,1,3,March,China,Beijing,Display Panels,Tier 1,96.5,Tablet,Tab S,512GB,0.67
339,7,5,50,726.7,36335,17,94.1,2023,4,12,December,China,Beijing,Display Panels,Tier 1,96.5,Tablet,Tab S,512GB,0.67
495,7,2,50,651.21,32560.5,14,95.4,2024,2,5,May,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Tablet,Tab S,512GB,0.67
704,7,1,50,663.2,33160,17,95.7,2024,4,12,December,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
664,7,2,50,641.26,32063,10,94.8,2024,4,10,October,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Tablet,Tab S,512GB,0.67
413,7,3,50,728.38,36419,17,98.4,2024,1,2,February,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
141,7,3,50,646.73,32336.5,10,97,2023,2,5,May,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
103,7,5,50,726.48,36324,7,94.9,2023,2,4,April,China,Beijing,Display Panels,Tier 1,96.5,Tablet,Tab S,512GB,0.67
138,7,1,50,617.49,30874.5,10,98.2,2023,2,5,May,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
581,7,3,50,633.38,31669,8,99.1,2024,3,8,August,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
120,7,1,50,605.03,30251.5,15,97.2,2023,2,4,April,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
23,7,3,50,709.28,35464,7,96.9,2023,1,1,January,Taiwan,Hsinchu,Processors,Tier 1,99.2,Tablet,Tab S,512GB,0.67
345,7,5,50,662.39,33119.5,17,96.5,2023,4,12,December,China,Beijing,Display Panels,Tier 1,96.5,Tablet,Tab S,512GB,0.67
285,7,4,50,733.95,36697.5,13,98,2023,4,10,October,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
391,7,1,50,705.22,35261,7,98.4,2024,1,1,January,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
664,7,4,50,707.34,35367,10,97.7,2024,4,10,October,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
330,7,4,50,627.89,31394.5,10,99.6,2023,4,11,November,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
695,7,4,50,662.17,33108.5,15,99.3,2024,4,11,November,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
114,7,5,50,697.23,34861.5,11,96.1,2023,2,4,April,China,Beijing,Display Panels,Tier 1,96.5,Tablet,Tab S,512GB,0.67
423,7,1,50,654.08,32704,10,98.5,2024,1,2,February,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
162,7,2,50,651.75,32587.5,9,96.9,2023,2,6,June,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Tablet,Tab S,512GB,0.67
281,7,2,50,635.4,31770,8,98.7,2023,4,10,October,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Tablet,Tab S,512GB,0.67
687,7,4,50,733.05,36652.5,14,96.6,2024,4,11,November,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
265,7,4,50,717.7,35885,15,96.1,2023,3,9,September,Japan,Tokyo,Image Sensors,Tier 1,98.9,Tablet,Tab S,512GB,0.67
717,7,1,50,714.14,35707,9,96.2,2024,4,12,December,South Korea,Seoul,Integrated Components,Tier 1,98.5,Tablet,Tab S,512GB,0.67
67,14,6,50,561.98,28099,8,96.4,2023,1,3,March,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
85,14,6,50,582.78,29139,6,95.8,2023,1,3,March,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
405,14,6,50,584.81,29240.5,11,97.1,2024,1,2,February,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
316,14,6,50,642.54,32127,6,94.7,2023,4,11,November,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
659,14,6,50,671.07,33553.5,6,97.7,2024,4,10,October,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
659,14,6,50,557.63,27881.5,5,95.9,2024,4,10,October,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
543,14,7,50,661.72,33086,5,93.9,2024,2,6,June,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
341,14,6,50,639.11,31955.5,10,97.6,2023,4,12,December,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
714,14,7,50,616.81,30840.5,5,95.8,2024,4,12,December,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
713,14,7,50,624.35,31217.5,8,96.1,2024,4,12,December,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
280,14,7,50,586.11,29305.5,8,94.3,2023,4,10,October,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
18,14,7,50,618.86,30943,10,93.7,2023,1,1,January,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
566,14,6,50,590.03,29501.5,10,96.5,2024,3,7,July,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
10,14,6,50,559.57,27978.5,6,96.6,2023,1,1,January,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
253,14,6,50,608.36,30418,10,94.5,2023,3,9,September,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
272,14,7,50,635.83,31791.5,9,96.5,2023,3,9,September,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
169,14,6,50,647.17,32358.5,5,97,2023,2,6,June,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
48,14,6,50,593.23,29661.5,6,95.8,2023,1,2,February,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
303,14,6,50,666.92,33346,11,95.6,2023,4,10,October,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
11,14,7,50,673.24,33662,9,95.1,2023,1,1,January,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
295,14,7,50,663.45,33172.5,5,96.5,2023,4,10,October,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
685,14,7,50,592.78,29639,12,95.3,2024,4,11,November,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
571,14,7,50,674.43,33721.5,9,94.1,2024,3,7,July,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
652,14,7,50,593.82,29691,14,93.6,2024,4,10,October,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
515,14,7,50,627.64,31382,14,93.7,2024,2,5,May,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
285,14,6,50,652.52,32626,6,95.5,2023,4,10,October,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
445,14,6,50,647.16,32358,5,94.5,2024,1,3,March,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
576,14,7,50,633.59,31679.5,13,95.4,2024,3,7,July,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
606,14,7,50,574.76,28738,14,93.9,2024,3,8,August,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
340,14,7,50,624.61,31230.5,5,94.7,2023,4,12,December,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
664,14,7,50,611.68,30584,8,94.2,2024,4,10,October,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
731,14,6,50,650.18,32509,14,95.1,2024,4,12,December,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
325,14,6,50,642.13,32106.5,10,97.7,2023,4,11,November,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Appliance,Washer,5.0 cu ft,69.88
605,14,7,50,558.62,27931,10,94.7,2024,3,8,August,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
10,14,7,50,582.42,29121,8,93.5,2023,1,1,January,India,Noida,Regional Assembly,Tier 2,95.9,Appliance,Washer,5.0 cu ft,69.88
1,14,2,50,634.66,31733,12,96.5,2023,1,1,January,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Appliance,Washer,5.0 cu ft,69.88
220,14,5,50,656.82,32841,13,94.6,2023,3,8,August,China,Beijing,Display Panels,Tier 1,96.5,Appliance,Washer,5.0 cu ft,69.88
237,14,5,50,579.7,28985,12,97.3,2023,3,8,August,China,Beijing,Display Panels,Tier 1,96.5,Appliance,Washer,5.0 cu ft,69.88
666,14,3,50,556.59,27829.5,17,96.5,2024,4,10,October,Taiwan,Hsinchu,Processors,Tier 1,99.2,Appliance,Washer,5.0 cu ft,69.88
50,14,4,50,556.58,27829,15,99,2023,1,2,February,Japan,Tokyo,Image Sensors,Tier 1,98.9,Appliance,Washer,5.0 cu ft,69.88
445,14,5,50,630.35,31517.5,16,96.3,2024,1,3,March,China,Beijing,Display Panels,Tier 1,96.5,Appliance,Washer,5.0 cu ft,69.88
52,14,2,50,625.35,31267.5,10,98,2023,1,2,February,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Appliance,Washer,5.0 cu ft,69.88
214,14,3,50,612.08,30604,14,98.8,2023,3,8,August,Taiwan,Hsinchu,Processors,Tier 1,99.2,Appliance,Washer,5.0 cu ft,69.88
162,14,2,50,562.7,28135,11,97.1,2023,2,6,June,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Appliance,Washer,5.0 cu ft,69.88
583,14,4,50,551.92,27596,8,96.7,2024,3,8,August,Japan,Tokyo,Image Sensors,Tier 1,98.9,Appliance,Washer,5.0 cu ft,69.88
81,14,5,50,675.16,33758,17,93.7,2023,1,3,March,China,Beijing,Display Panels,Tier 1,96.5,Appliance,Washer,5.0 cu ft,69.88
526,14,4,50,633.62,31681,7,96.5,2024,2,6,June,Japan,Tokyo,Image Sensors,Tier 1,98.9,Appliance,Washer,5.0 cu ft,69.88
644,14,2,50,654.99,32749.5,17,97.8,2024,4,10,October,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Appliance,Washer,5.0 cu ft,69.88
251,14,1,50,580.68,29034,15,96.6,2023,3,9,September,South Korea,Seoul,Integrated Components,Tier 1,98.5,Appliance,Washer,5.0 cu ft,69.88
117,14,3,50,634.44,31722,12,99.5,2023,2,4,April,Taiwan,Hsinchu,Processors,Tier 1,99.2,Appliance,Washer,5.0 cu ft,69.88
376,14,1,50,588.9,29445,8,99,2024,1,1,January,South Korea,Seoul,Integrated Components,Tier 1,98.5,Appliance,Washer,5.0 cu ft,69.88
512,14,2,50,560.58,28029,16,95.2,2024,2,5,May,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Appliance,Washer,5.0 cu ft,69.88
194,14,4,50,657.83,32891.5,12,99,2023,3,7,July,Japan,Tokyo,Image Sensors,Tier 1,98.9,Appliance,Washer,5.0 cu ft,69.88
598,14,2,50,565.49,28274.5,15,96.6,2024,3,8,August,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Appliance,Washer,5.0 cu ft,69.88
341,14,3,50,670.25,33512.5,18,96.9,2023,4,12,December,Taiwan,Hsinchu,Processors,Tier 1,99.2,Appliance,Washer,5.0 cu ft,69.88
335,14,3,50,622.71,31135.5,13,96.8,2023,4,12,December,Taiwan,Hsinchu,Processors,Tier 1,99.2,Appliance,Washer,5.0 cu ft,69.88
400,14,3,50,646.14,32307,18,97.2,2024,1,2,February,Taiwan,Hsinchu,Processors,Tier 1,99.2,Appliance,Washer,5.0 cu ft,69.88
419,14,1,50,575.77,28788.5,18,98.4,2024,1,2,February,South Korea,Seoul,Integrated Components,Tier 1,98.5,Appliance,Washer,5.0 cu ft,69.88
416,14,3,50,636.27,31813.5,13,98.5,2024,1,2,February,Taiwan,Hsinchu,Processors,Tier 1,99.2,Appliance,Washer,5.0 cu ft,69.88
387,14,3,50,565.91,28295.5,16,98.8,2024,1,1,January,Taiwan,Hsinchu,Processors,Tier 1,99.2,Appliance,Washer,5.0 cu ft,69.88
609,14,2,50,559.83,27991.5,8,97.8,2024,3,8,August,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Appliance,Washer,5.0 cu ft,69.88
450,14,5,50,592.32,29616,7,97.3,2024,1,3,March,China,Beijing,Display Panels,Tier 1,96.5,Appliance,Washer,5.0 cu ft,69.88
469,14,4,50,636.92,31846,11,97.5,2024,2,4,April,Japan,Tokyo,Image Sensors,Tier 1,98.9,Appliance,Washer,5.0 cu ft,69.88
567,14,5,50,597.71,29885.5,12,97.1,2024,3,7,July,China,Beijing,Display Panels,Tier 1,96.5,Appliance,Washer,5.0 cu ft,69.88
557,14,5,50,582.52,29126,17,94.4,2024,3,7,July,China,Beijing,Display Panels,Tier 1,96.5,Appliance,Washer,5.0 cu ft,69.88
305,14,3,50,608.56,30428,12,98.6,2023,4,11,November,Taiwan,Hsinchu,Processors,Tier 1,99.2,Appliance,Washer,5.0 cu ft,69.88
154,14,3,50,554.68,27734,7,98.4,2023,2,6,June,Taiwan,Hsinchu,Processors,Tier 1,99.2,Appliance,Washer,5.0 cu ft,69.88
421,14,3,50,580.02,29001,7,99.8,2024,1,2,February,Taiwan,Hsinchu,Processors,Tier 1,99.2,Appliance,Washer,5.0 cu ft,69.88
605,14,4,50,663.67,33183.5,7,96.4,2024,3,8,August,Japan,Tokyo,Image Sensors,Tier 1,98.9,Appliance,Washer,5.0 cu ft,69.88
27,14,1,50,675.96,33798,18,97,2023,1,1,January,South Korea,Seoul,Integrated Components,Tier 1,98.5,Appliance,Washer,5.0 cu ft,69.88
575,14,1,50,640.07,32003.5,14,98.3,2024,3,7,July,South Korea,Seoul,Integrated Components,Tier 1,98.5,Appliance,Washer,5.0 cu ft,69.88
78,14,2,50,673.26,33663,9,96.5,2023,1,3,March,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Appliance,Washer,5.0 cu ft,69.88
184,14,5,50,667.94,33397,10,93.6,2023,3,7,July,China,Beijing,Display Panels,Tier 1,96.5,Appliance,Washer,5.0 cu ft,69.88
311,14,2,50,670.62,33531,11,95,2023,4,11,November,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Appliance,Washer,5.0 cu ft,69.88
588,14,2,50,641.51,32075.5,15,96.6,2024,3,8,August,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Appliance,Washer,5.0 cu ft,69.88
255,14,1,50,662.15,33107.5,11,99.3,2023,3,9,September,South Korea,Seoul,Integrated Components,Tier 1,98.5,Appliance,Washer,5.0 cu ft,69.88
365,14,5,50,563.23,28161.5,8,96.9,2023,4,12,December,China,Beijing,Display Panels,Tier 1,96.5,Appliance,Washer,5.0 cu ft,69.88
498,14,2,50,586.14,29307,13,96.6,2024,2,5,May,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Appliance,Washer,5.0 cu ft,69.88
219,14,4,50,595.79,29789.5,10,99,2023,3,8,August,Japan,Tokyo,Image Sensors,Tier 1,98.9,Appliance,Washer,5.0 cu ft,69.88
601,14,3,50,667.64,33382,14,96.2,2024,3,8,August,Taiwan,Hsinchu,Processors,Tier 1,99.2,Appliance,Washer,5.0 cu ft,69.88
164,14,2,50,551.61,27580.5,11,97.9,2023,2,6,June,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Appliance,Washer,5.0 cu ft,69.88
213,14,5,50,573.79,28689.5,10,96.5,2023,3,8,August,China,Beijing,Display Panels,Tier 1,96.5,Appliance,Washer,5.0 cu ft,69.88
249,14,4,50,591.44,29572,7,96,2023,3,9,September,Japan,Tokyo,Image Sensors,Tier 1,98.9,Appliance,Washer,5.0 cu ft,69.88
40,14,2,50,557.86,27893,9,98.7,2023,1,2,February,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Appliance,Washer,5.0 cu ft,69.88
631,14,4,50,655.98,32799,8,98.5,2024,3,9,September,Japan,Tokyo,Image Sensors,Tier 1,98.9,Appliance,Washer,5.0 cu ft,69.88
95,14,1,50,591.48,29574,14,95.9,2023,2,4,April,South Korea,Seoul,Integrated Components,Tier 1,98.5,Appliance,Washer,5.0 cu ft,69.88
450,14,3,50,588.78,29439,11,99.6,2024,1,3,March,Taiwan,Hsinchu,Processors,Tier 1,99.2,Appliance,Washer,5.0 cu ft,69.88
322,14,1,50,600.43,30021.5,10,98.5,2023,4,11,November,South Korea,Seoul,Integrated Components,Tier 1,98.5,Appliance,Washer,5.0 cu ft,69.88
428,14,1,50,571.94,28597,12,99.4,2024,1,3,March,South Korea,Seoul,Integrated Components,Tier 1,98.5,Appliance,Washer,5.0 cu ft,69.88
691,14,1,50,551.05,27552.5,7,98.5,2024,4,11,November,South Korea,Seoul,Integrated Components,Tier 1,98.5,Appliance,Washer,5.0 cu ft,69.88
44,14,1,50,627.03,31351.5,7,98,2023,1,2,February,South Korea,Seoul,Integrated Components,Tier 1,98.5,Appliance,Washer,5.0 cu ft,69.88
713,14,2,50,557.53,27876.5,7,94.9,2024,4,12,December,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Appliance,Washer,5.0 cu ft,69.88
